fecha,afore,comision_sobre_saldo_pct,total_cuentas,trabajadores_registrados,trabajadores_asignados,trabajadores_imss,trabajadores_issste,rcv_imss_mdp,rcv_issste_mdp,ahorro_voluntario_mdp,recursos_administrados_mdp,recursos_registrados_mdp,vivienda_mdp,entradas_mdp,salidas_mdp,traspasos_cedidos,traspasos_recibidos
2007-09-01,xxi banorte,,2533146.0,1292951.0,1240195.0,1292928.0,21.0,48596.97,20.73,352.06,49516.6,71320.81,21804.21,,,8718.0,11431.0
2007-10-01,azteca,,1154545.0,302274.0,852271.0,302274.0,0.0,12305.46,0.31,4.85,12519.26,18079.31,5560.05,,,8329.0,1177.0
2007-10-01,banamex,,5867760.0,5629436.0,238324.0,5629431.0,4.0,153398.9,3.4,599.06,155563.98,223935.89,68371.91,,,34469.0,43923.0
2007-10-01,coppel,,309333.0,106313.0,203020.0,98777.0,185.0,1972.57,0.11,1.63,2100.79,2987.99,887.2,,,623.0,11401.0
2007-10-01,inbursa,,3458020.0,1187934.0,2270086.0,1187071.0,680.0,91077.1,21.21,243.13,92269.26,130221.58,37952.33,,,24703.0,13174.0
2007-10-01,invercap,,947986.0,386357.0,561629.0,386357.0,0.0,17630.53,0.79,64.98,17862.49,24783.4,6920.92,,,6897.0,23789.0
2007-10-01,principal,,3057512.0,1641610.0,1415902.0,1641610.0,0.0,33801.03,0.73,23.18,34180.29,49892.46,15712.16,,,18221.0,10627.0
2007-10-01,profuturo,,3210709.0,2763562.0,447147.0,2763503.0,2.0,85402.39,3.13,284.17,86475.03,124901.24,38426.21,,,34693.0,27244.0
2007-10-01,sura,,2204948.0,1700817.0,504131.0,1700817.0,0.0,51399.33,1.55,72.11,52677.94,76916.39,24238.46,,,17274.0,17291.0
2007-10-01,xxi banorte,,2615507.0,1307522.0,1307985.0,1307499.0,21.0,49463.9,22.76,352.02,50360.91,72275.76,21914.85,,,9157.0,11489.0
2007-11-01,azteca,,1144627.0,295738.0,848889.0,295738.0,0.0,12102.82,0.36,4.83,12291.95,17820.94,5528.99,,,8229.0,1322.0
2007-11-01,banamex,,5884468.0,5646857.0,237611.0,5646852.0,4.0,153746.32,4.64,603.52,155920.68,225218.66,69297.98,,,35875.0,42496.0
2007-11-01,coppel,,328476.0,127144.0,201332.0,117760.0,235.0,2312.65,0.29,1.99,2441.38,3495.28,1053.9,,,740.0,16088.0
2007-11-01,inbursa,,3445496.0,1183548.0,2261948.0,1182685.0,680.0,91873.86,189.8,237.39,93233.93,131694.19,38460.25,,,24560.0,18567.0
2007-11-01,invercap,,960262.0,403018.0,557244.0,403018.0,0.0,18558.66,18.01,66.73,18818.2,26240.9,7422.7,,,7258.0,22606.0
2007-11-01,principal,,3043768.0,1630083.0,1413685.0,1630083.0,0.0,33781.27,144.63,22.0,34301.99,50386.33,16084.35,,,19639.0,10694.0
2007-11-01,profuturo,,3202342.0,2755868.0,446474.0,2755803.0,2.0,85736.78,404.45,284.28,87215.38,126831.01,39615.62,,,35117.0,27374.0
2007-11-01,sura,,2214731.0,1711347.0,503384.0,1711347.0,0.0,52522.19,2.72,74.3,53844.33,78783.54,24939.21,,,16747.0,21324.0
2007-11-01,xxi banorte,,2626880.0,1321138.0,1305742.0,1321115.0,21.0,50137.02,344.94,349.83,51352.81,74233.83,22881.02,,,9412.0,10344.0
2007-12-01,azteca,,1134693.0,289291.0,845402.0,289291.0,0.0,11790.2,0.38,4.76,11994.78,17395.75,5400.97,,,8587.0,1780.0
2007-12-01,banamex,,5909945.0,5673256.0,236689.0,5673248.0,7.0,153545.14,646.15,613.49,156374.75,226731.81,70357.06,,,48007.0,57488.0
2007-12-01,coppel,,371223.0,172110.0,199113.0,159657.0,304.0,2981.87,2.75,2.56,3113.69,4450.54,1336.85,,,1108.0,35500.0
2007-12-01,inbursa,,3425066.0,1173725.0,2251341.0,1172862.0,680.0,91341.05,193.7,244.08,92718.3,130669.56,37951.26,,,30039.0,18856.0
2007-12-01,invercap,,978467.0,427515.0,550952.0,427515.0,0.0,19692.84,21.8,74.57,19972.54,27838.75,7866.21,,,8889.0,31465.0
2007-12-01,principal,,3026731.0,1615840.0,1410891.0,1615840.0,0.0,33512.11,146.67,23.55,34034.69,50049.69,16015.0,,,25324.0,12724.0
2007-12-01,profuturo,,3188285.0,2742652.0,445633.0,2742587.0,2.0,85532.89,415.55,289.34,87021.94,126563.35,39541.41,,,45374.0,32031.0
2007-12-01,sura,,2268018.0,1719109.0,548909.0,1719109.0,0.0,53028.7,4.2,84.34,54208.64,79377.22,25168.58,,,21794.0,23815.0
2007-12-01,xxi banorte,,2698195.0,1331544.0,1366651.0,1331521.0,21.0,50190.13,357.74,350.77,51417.87,74346.36,22928.49,,,11984.0,11714.0
2008-01-01,azteca,,1125372.0,283807.0,841565.0,283807.0,0.0,11912.56,16.0,5.49,12157.3,17567.84,5410.54,,,7089.0,1305.0
2008-01-01,banamex,,5937576.0,5701611.0,235965.0,5701600.0,10.0,157381.07,671.22,629.14,160291.2,231724.75,71433.55,,,31778.0,46502.0
2008-01-01,coppel,,417754.0,220601.0,197153.0,203053.0,454.0,3753.62,4.07,3.46,3889.17,5568.43,1679.26,,,797.0,35012.0
2008-01-01,inbursa,,3413861.0,1169720.0,2244141.0,1168857.0,680.0,92354.26,197.22,244.88,93738.66,131984.5,38245.84,,,17350.0,12261.0
2008-01-01,invercap,,982936.0,436462.0,546474.0,436462.0,0.0,20891.35,23.38,82.39,21192.12,29369.99,8177.87,,,5540.0,13586.0
2008-01-01,principal,,3015748.0,1606842.0,1408906.0,1606842.0,0.0,34394.07,149.44,24.4,34927.03,51113.22,16186.18,,,15708.0,8450.0
2008-01-01,profuturo,,3177940.0,2732890.0,445050.0,2732825.0,2.0,88250.22,424.43,292.56,89786.49,129814.69,40028.2,,,27980.0,18226.0
2008-01-01,sura,,5407128.0,4282642.0,1124486.0,4282642.0,0.0,113677.43,254.23,171.49,115834.0,168772.26,52938.26,,,60652.0,29602.0
2008-01-01,xxi banorte,,2704991.0,1340491.0,1364500.0,1340468.0,21.0,52014.19,370.38,344.74,53215.8,76594.99,23379.18,,,6976.0,6500.0
2008-02-01,azteca,,1114948.0,277327.0,837621.0,277327.0,0.0,11756.64,16.47,5.46,12023.91,17280.7,5256.79,,,8785.0,1619.0
2008-02-01,banamex,,5966666.0,5719755.0,246911.0,5719744.0,10.0,160153.81,695.47,641.04,163128.74,234420.51,71291.76,,,47601.0,50681.0
2008-02-01,coppel,,470436.0,275349.0,195087.0,255058.0,529.0,4640.98,5.63,4.17,4749.66,6782.92,2033.26,,,1352.0,41862.0
2008-02-01,inbursa,,3394871.0,1160418.0,2234453.0,1159555.0,680.0,91831.84,200.1,241.0,93219.96,130857.6,37637.64,,,26970.0,16485.0
2008-02-01,invercap,,1022428.0,468848.0,553580.0,468848.0,0.0,22784.35,25.94,89.2,23109.83,31816.75,8706.92,,,8361.0,38455.0
2008-02-01,principal,,3004141.0,1598468.0,1405673.0,1598468.0,0.0,34937.14,154.58,26.17,35481.5,51670.48,16188.99,,,22411.0,15619.0
2008-02-01,profuturo,,3178550.0,2722895.0,455655.0,2722829.0,3.0,89464.53,436.83,299.55,91051.06,130962.71,39911.66,,,41995.0,32391.0
2008-02-01,sura,,5406150.0,4243867.0,1162283.0,4243867.0,0.0,114319.35,262.45,171.25,116596.96,168945.57,52348.61,,,75398.0,39185.0
2008-02-01,xxi banorte,,2775484.0,1357436.0,1418048.0,1357413.0,21.0,53012.45,383.12,345.98,54234.74,77718.01,23483.27,,,10080.0,9865.0
2008-03-01,azteca,1.96,1110055.0,274290.0,835765.0,274290.0,0.0,11665.23,16.42,5.68,11954.97,17133.63,5178.66,,,4113.0,862.0
2008-03-01,banamex,1.84,5975597.0,5729199.0,246398.0,5729162.0,35.0,161164.03,700.46,652.72,164165.9,235370.05,71204.15,,,22731.0,25216.0
2008-03-01,coppel,3.3,486809.0,292609.0,194200.0,270762.0,573.0,4922.23,5.81,4.34,5032.3,7170.07,2137.76,,,413.0,11860.0
2008-03-01,inbursa,1.18,3386436.0,1156325.0,2230111.0,1155462.0,680.0,91896.59,200.74,237.34,93290.01,130611.52,37321.51,,,13375.0,8706.0
2008-03-01,invercap,2.48,1045840.0,494305.0,551535.0,494305.0,0.0,24326.79,27.79,93.5,24669.79,33773.65,9103.85,,,3682.0,27659.0
2008-03-01,principal,2.11,2997720.0,1593253.0,1404467.0,1593253.0,0.0,35311.06,155.73,26.15,35860.61,52064.93,16204.33,,,11284.0,7562.0
2008-03-01,profuturo,1.96,3170508.0,2715308.0,455200.0,2715242.0,3.0,90612.91,442.56,301.82,92252.46,131952.06,39699.6,,,20730.0,13201.0
2008-03-01,sura,1.74,5391389.0,4230210.0,1161179.0,4230210.0,0.0,114836.7,264.42,173.08,117075.81,169145.63,52069.82,,,33740.0,16691.0
2008-03-01,xxi banorte,1.45,2783808.0,1367154.0,1416654.0,1367131.0,21.0,53646.21,387.91,350.16,54883.09,78274.19,23391.1,,,4637.0,5481.0
2008-04-01,azteca,1.96,1098092.0,267122.0,830970.0,267122.0,0.0,11273.1,15.93,5.65,11519.18,16853.2,5334.02,,,9743.0,2003.0
2008-04-01,banamex,1.84,6014784.0,5769475.0,245309.0,5769430.0,43.0,161521.5,688.96,666.61,164529.08,239899.45,75370.37,,,53441.0,72227.0
2008-04-01,coppel,3.3,539827.0,347862.0,191965.0,323683.0,651.0,5837.29,7.12,5.0,5948.48,8600.3,2651.82,,,1528.0,43874.0
2008-04-01,inbursa,1.18,3355286.0,1134593.0,2220693.0,1133730.0,680.0,90744.37,199.3,233.87,92134.8,130636.55,38501.75,,,45653.0,21843.0
2008-04-01,invercap,2.48,1098872.0,552351.0,546521.0,552351.0,0.0,27039.48,30.44,100.22,27401.93,37878.1,10476.17,,,8353.0,60955.0
2008-04-01,principal,2.11,2988744.0,1587171.0,1401573.0,1587171.0,0.0,35483.74,152.93,26.34,36024.62,53279.6,17254.98,,,24225.0,18648.0
2008-04-01,profuturo,1.96,3180058.0,2725860.0,454198.0,2725794.0,3.0,91359.84,430.77,288.06,92979.91,135511.67,42531.75,,,44763.0,55044.0
2008-04-01,sura,1.74,5343803.0,4186848.0,1156955.0,4186848.0,0.0,112317.57,259.75,176.66,114470.49,168445.03,53974.54,,,83825.0,31560.0
2008-04-01,xxi banorte,1.45,2797739.0,1386019.0,1411720.0,1385995.0,21.0,53661.98,381.79,344.78,54879.3,79702.59,24823.29,,,15227.0,12680.0
2008-05-01,azteca,1.96,1086831.0,260398.0,826433.0,260398.0,0.0,10929.08,15.53,5.38,11192.32,16456.16,5263.83,,,9292.0,1692.0
2008-05-01,banamex,1.84,6054404.0,5810268.0,244136.0,5810223.0,43.0,165205.16,693.56,668.95,168254.07,244776.65,76522.58,,,44409.0,61372.0
2008-05-01,coppel,3.3,599155.0,409298.0,189857.0,385115.0,651.0,6767.3,8.68,5.21,6879.53,9980.26,3100.72,,,2542.0,47435.0
2008-05-01,inbursa,1.18,3297790.0,1087124.0,2210666.0,1086261.0,680.0,86140.62,196.15,225.53,87522.74,124247.95,36725.21,,,57354.0,8224.0
2008-05-01,invercap,2.48,1169560.0,628053.0,541507.0,628053.0,0.0,32044.81,35.13,106.69,32461.95,44903.7,12441.75,,,4566.0,73367.0
2008-05-01,principal,2.11,2978740.0,1580019.0,1398721.0,1580019.0,0.0,36151.1,151.73,27.1,36690.28,54391.72,17701.44,,,21739.0,15690.0
2008-05-01,profuturo,1.96,3195085.0,2741995.0,453090.0,2741929.0,3.0,94342.82,427.47,295.24,95972.52,139994.26,44021.74,,,32138.0,48637.0
2008-05-01,sura,1.74,5311845.0,4161309.0,1150536.0,4161309.0,0.0,113290.91,259.61,178.92,115430.6,170048.45,54617.85,,,72221.0,39388.0
2008-05-01,xxi banorte,1.45,2796697.0,1392827.0,1403870.0,1392803.0,21.0,53795.34,379.83,341.84,55005.04,80141.65,25136.61,,,16417.0,10510.0
2008-06-01,azteca,1.96,1077696.0,255239.0,822457.0,255239.0,0.0,10169.77,14.59,5.08,10438.53,15570.63,5132.1,,,7685.0,1745.0
2008-06-01,banamex,1.84,6087190.0,5844114.0,243076.0,5844069.0,43.0,156465.81,650.85,669.07,159386.05,236504.62,77118.57,,,37684.0,52409.0
2008-06-01,coppel,3.3,658536.0,470347.0,188189.0,446164.0,651.0,7273.07,9.31,5.13,7385.07,10854.62,3469.55,,,2074.0,43533.0
2008-06-01,inbursa,1.18,3257574.0,1056052.0,2201522.0,1055189.0,680.0,81777.95,191.8,213.61,83135.25,118363.84,35228.58,,,38864.0,6190.0
2008-06-01,invercap,2.48,1226629.0,689699.0,536930.0,689699.0,0.0,32956.11,35.49,109.02,33380.87,47135.7,13754.83,,,4506.0,59381.0
2008-06-01,principal,2.11,2967926.0,1571880.0,1396046.0,1571880.0,0.0,34246.07,142.44,26.86,34753.59,52580.95,17827.36,,,18490.0,11094.0
2008-06-01,profuturo,1.96,3201036.0,2748897.0,452139.0,2748831.0,3.0,88678.92,394.98,279.24,90197.25,134732.83,44535.58,,,28305.0,35009.0
2008-06-01,sura,1.74,5280650.0,4134692.0,1145958.0,4134692.0,0.0,105133.72,241.65,178.21,107140.74,161586.12,54445.37,,,58779.0,27611.0
2008-06-01,xxi banorte,1.45,2801689.0,1403672.0,1398017.0,1403648.0,21.0,50377.94,357.05,310.1,51503.55,76531.54,25027.98,,,13670.0,9600.0
2008-07-01,azteca,1.96,1069297.0,250982.0,818315.0,250982.0,0.0,10262.51,14.66,5.14,10512.51,15638.38,5125.87,,,7089.0,1953.0
2008-07-01,banamex,1.84,6130173.0,5888077.0,242096.0,5888032.0,43.0,160941.84,656.62,672.65,163916.54,242684.0,78767.45,,,34898.0,57580.0
2008-07-01,coppel,3.3,708406.0,521928.0,186478.0,497741.0,651.0,8016.47,10.64,5.05,8135.79,11993.53,3857.74,,,4185.0,39302.0
2008-07-01,inbursa,1.18,3223993.0,1031616.0,2192377.0,1030753.0,680.0,79605.35,189.35,206.97,80953.17,115583.18,34630.01,,,31896.0,6121.0
2008-07-01,invercap,2.48,1275466.0,743073.0,532393.0,743073.0,0.0,37100.17,39.2,112.44,37566.82,52755.05,15188.23,,,5297.0,51050.0
2008-07-01,principal,2.11,2957553.0,1564220.0,1393333.0,1564220.0,0.0,35451.45,144.91,28.82,35969.5,54180.77,18211.27,,,18393.0,11213.0
2008-07-01,profuturo,1.96,3196657.0,2745464.0,451193.0,2745398.0,3.0,92665.17,402.04,281.08,94241.57,139801.62,45560.05,,,28331.0,24495.0
2008-07-01,sura,1.74,5261393.0,4119775.0,1141618.0,4119775.0,0.0,108080.98,249.08,180.77,110131.45,165579.86,55448.42,,,51721.0,30315.0
2008-07-01,xxi banorte,1.45,2808076.0,1415889.0,1392187.0,1415865.0,21.0,51956.17,364.02,303.0,53092.03,78519.03,25427.0,,,12780.0,8095.0
2008-08-01,azteca,1.96,1062037.0,247138.0,814899.0,247138.0,0.0,10343.6,14.96,4.97,10617.17,15643.5,5026.33,,,5812.0,1345.0
2008-08-01,banamex,1.84,6156878.0,5915575.0,241303.0,5915530.0,43.0,165955.61,670.96,667.92,168990.68,247867.68,78877.01,,,32157.0,42953.0
2008-08-01,coppel,3.3,760830.0,575393.0,185437.0,541662.0,683.0,8800.76,11.87,5.09,8927.36,13075.24,4147.88,,,3176.0,35902.0
2008-08-01,inbursa,1.18,3212854.0,1027593.0,2185261.0,1026730.0,680.0,79881.82,189.17,204.92,81234.69,115531.82,34297.13,,,20605.0,14906.0
2008-08-01,invercap,2.48,1314171.0,785149.0,529022.0,785149.0,0.0,40360.98,42.5,117.18,40861.58,56751.5,15889.92,,,5882.0,41945.0
2008-08-01,principal,2.11,2948324.0,1557380.0,1390944.0,1557380.0,0.0,36562.05,148.28,29.4,37092.49,55336.51,18244.02,,,15688.0,9683.0
2008-08-01,profuturo,1.96,3185668.0,2735308.0,450360.0,2735240.0,3.0,95022.1,410.29,276.76,96634.3,141905.03,45270.73,,,28866.0,18121.0
2008-08-01,sura,1.74,5238816.0,4100666.0,1138150.0,4100666.0,0.0,112811.65,256.43,182.86,114890.29,170181.56,55291.27,,,44179.0,22088.0
2008-08-01,xxi banorte,1.45,2819261.0,1431674.0,1387587.0,1431650.0,21.0,53589.9,373.3,304.91,54750.16,80124.13,25373.98,,,11642.0,10491.0
2008-09-01,azteca,1.96,1055530.0,243037.0,812493.0,243037.0,0.0,10013.61,14.65,4.62,10281.56,15292.73,5011.17,,,5593.0,1019.0
2008-09-01,banamex,1.84,6163148.0,5922476.0,240672.0,5922430.0,43.0,162400.42,649.01,648.53,165340.31,245161.91,79821.61,,,33224.0,28141.0
2008-09-01,coppel,3.3,796389.0,612053.0,184336.0,577083.0,690.0,9121.19,12.67,4.95,9248.44,13722.5,4474.06,,,3124.0,33565.0
2008-09-01,inbursa,1.18,3214729.0,1034763.0,2179966.0,1033900.0,680.0,80479.12,190.35,210.88,81839.03,116696.3,34857.27,,,13401.0,18392.0
2008-09-01,invercap,2.48,1363394.0,836949.0,526445.0,836949.0,0.0,41617.53,43.01,114.61,42138.45,59193.4,17054.95,,,6299.0,51530.0
2008-09-01,principal,2.11,2939209.0,1550080.0,1389129.0,1550080.0,0.0,36243.57,145.9,30.08,36766.22,55206.71,18440.49,,,15246.0,8144.0
2008-09-01,profuturo,1.96,3178249.0,2728559.0,449690.0,2728491.0,3.0,94543.96,402.85,269.47,96135.93,141870.97,45735.04,,,29841.0,22388.0
2008-09-01,sura,1.74,5219659.0,4084113.0,1135546.0,4084113.0,0.0,109291.8,249.73,182.24,110637.85,166500.81,55862.96,,,41209.0,19339.0
2008-09-01,xxi banorte,1.45,2823952.0,1439622.0,1384330.0,1439598.0,21.0,53450.25,368.14,296.29,54591.86,80316.7,25724.83,,,10934.0,5619.0
2008-10-01,azteca,1.96,1047472.0,238127.0,809345.0,238127.0,0.0,9659.49,13.8,4.56,9935.96,14834.02,4898.06,,,7007.0,1563.0
2008-10-01,banamex,1.84,6182108.0,5942207.0,239901.0,5942161.0,43.0,153501.81,610.64,603.71,156285.65,236162.61,79876.96,,,44391.0,46150.0
2008-10-01,coppel,3.3,833083.0,650076.0,183007.0,612561.0,699.0,9509.8,13.31,4.57,9639.92,14236.31,4596.39,,,5741.0,31026.0
2008-10-01,inbursa,1.18,3227155.0,1054300.0,2172855.0,1053437.0,680.0,83342.28,192.91,214.94,84715.1,120213.32,35498.22,,,19096.0,35786.0
2008-10-01,invercap,2.48,1414582.0,891421.0,523161.0,891421.0,0.0,40033.47,42.54,116.67,40532.78,58497.49,17964.72,,,9680.0,56797.0
2008-10-01,principal,2.11,2928229.0,1541452.0,1386777.0,1541452.0,0.0,35154.57,140.96,28.48,35659.34,54130.3,18470.95,,,20186.0,11345.0
2008-10-01,profuturo,1.96,3159606.0,2710680.0,448926.0,2710612.0,3.0,90393.81,386.69,241.45,91953.27,137171.66,45218.39,,,42040.0,23938.0
2008-10-01,sura,1.74,5203118.0,4071019.0,1132099.0,4071019.0,0.0,106122.12,239.52,183.03,107449.85,163614.99,56165.15,,,49915.0,30154.0
2008-10-01,xxi banorte,1.45,2830445.0,1450414.0,1380031.0,1450390.0,21.0,52283.77,358.03,280.82,53389.76,79036.09,25646.33,,,13587.0,11113.0
2008-11-01,azteca,1.96,1040190.0,234145.0,806045.0,234145.0,0.0,9385.97,13.19,4.14,9648.98,14530.73,4881.76,,,5088.0,879.0
2008-11-01,banamex,1.84,6189977.0,5950878.0,239099.0,5950831.0,43.0,150798.29,593.47,586.41,153504.36,234072.56,80568.19,,,39591.0,33903.0
2008-11-01,coppel,3.3,875181.0,693570.0,181611.0,652787.0,715.0,9863.19,13.67,4.39,9995.65,14897.13,4901.48,,,4165.0,26701.0
2008-11-01,inbursa,1.18,3222056.0,1056644.0,2165412.0,1055781.0,680.0,83918.65,191.49,216.54,85289.21,121018.37,35729.16,,,14238.0,14803.0
2008-11-01,invercap,2.48,1435353.0,915589.0,519764.0,915589.0,0.0,39171.21,41.86,95.82,39639.53,57902.39,18262.86,,,25516.0,43010.0
2008-11-01,principal,2.05,2921770.0,1537559.0,1384211.0,1537559.0,0.0,34927.43,137.11,29.7,35421.14,54285.8,18864.66,,,14746.0,11329.0
2008-11-01,profuturo,1.96,3153211.0,2705148.0,448063.0,2705080.0,3.0,88514.98,373.41,234.15,90027.15,135641.33,45614.18,,,29872.0,24379.0
2008-11-01,sura,1.74,5192258.0,4063661.0,1128597.0,4063661.0,0.0,105006.31,233.29,186.21,106327.78,163513.31,57185.53,,,37555.0,27742.0
2008-11-01,xxi banorte,1.45,2838491.0,1463014.0,1375477.0,1462990.0,21.0,51964.16,350.77,265.37,53037.63,79134.77,26097.14,,,9105.0,10456.0
2008-12-01,azteca,1.96,1040198.0,234198.0,806000.0,234198.0,0.0,10048.51,27.33,4.31,10263.97,15230.28,4884.86,,,0.0,0.0
2008-12-01,banamex,1.84,6194899.0,5955948.0,238951.0,5955901.0,43.0,164896.85,1295.97,599.48,168483.94,253590.7,80607.35,,,0.0,0.0
2008-12-01,coppel,3.3,883854.0,702682.0,181172.0,658223.0,726.0,10360.1,28.77,4.29,10512.69,15523.28,4917.36,,,0.0,0.0
2008-12-01,inbursa,1.18,3222639.0,1057690.0,2164949.0,1056827.0,680.0,85737.57,468.58,223.66,87411.43,124400.34,35675.52,,,0.0,0.0
2008-12-01,invercap,2.48,1436694.0,917277.0,519417.0,917277.0,0.0,43593.76,96.79,103.09,44161.01,62737.36,18249.23,,,0.0,0.0
2008-12-01,pensionissste,1.0,228484.0,228484.0,0.0,0.0,228484.0,0.0,43734.18,0.0,44143.78,260299.44,81536.44,,,0.0,0.0
2008-12-01,principal,2.05,2921704.0,1537581.0,1384123.0,1537581.0,0.0,37149.72,281.32,30.13,37807.86,57769.8,18891.27,,,0.0,0.0
2008-12-01,profuturo,1.96,3153206.0,2705167.0,448039.0,2705099.0,3.0,96712.72,848.97,236.01,98784.28,147058.45,45591.99,,,0.0,0.0
2008-12-01,sura,1.74,5192980.0,4064675.0,1128305.0,4064675.0,0.0,114065.71,678.37,189.64,115924.87,176298.21,57177.15,,,0.0,0.0
2008-12-01,xxi banorte,1.45,2845225.0,1470037.0,1375188.0,1470013.0,21.0,55500.72,787.75,273.78,57050.7,85080.02,26072.72,,,0.0,0.0
2009-01-01,azteca,1.96,1028952.0,228437.0,800515.0,228437.0,0.0,9961.5,27.42,4.46,10196.16,15124.15,4846.05,238.17,393.48,7424.0,1456.0
2009-01-01,banamex,1.84,6178669.0,5941049.0,237620.0,5941002.0,43.0,168395.96,1420.23,601.36,172149.91,257421.45,80745.17,4152.91,4475.04,81275.0,45999.0
2009-01-01,coppel,3.3,1000858.0,821443.0,179415.0,772643.0,751.0,12249.49,33.79,4.31,12432.55,18374.42,5847.82,1965.76,153.57,4071.0,86643.0
2009-01-01,inbursa,1.18,3258862.0,1105989.0,2152873.0,1105126.0,680.0,91106.52,509.96,239.34,92836.28,132057.8,37900.27,7415.98,1872.1,17940.0,61815.0
2009-01-01,invercap,2.48,1417144.0,903068.0,514076.0,903068.0,0.0,40836.74,105.64,96.1,41407.05,58934.39,17198.26,2436.69,5307.77,67496.0,46051.0
2009-01-01,pensionissste,1.0,228484.0,228484.0,0.0,0.0,228484.0,0.0,50178.13,0.0,50776.75,268332.84,82130.08,6314.85,15.0,0.0,0.0
2009-01-01,principal,2.05,2910405.0,1530457.0,1379948.0,1530457.0,0.0,38181.96,302.96,29.73,38863.06,59336.78,19396.64,2177.05,1309.89,24127.0,17092.0
2009-01-01,profuturo,1.96,3140365.0,2693757.0,446608.0,2693689.0,3.0,99597.8,937.24,229.93,101769.37,150554.61,46086.99,4651.56,3371.1,49061.0,37413.0
2009-01-01,sura,1.74,5156768.0,4033983.0,1122785.0,4033983.0,0.0,117512.56,746.53,185.66,119464.93,180442.18,57761.91,5165.88,4304.77,74083.0,39014.0
2009-01-01,xxi banorte,1.45,2849472.0,1481788.0,1367684.0,1481764.0,21.0,57413.59,870.46,278.13,59058.27,87728.08,26701.49,2326.47,1143.31,16343.0,16785.0
2009-02-01,azteca,1.96,1028987.0,228521.0,800466.0,228521.0,0.0,9610.9,26.93,4.31,9854.3,14780.92,4844.67,78.08,7.94,0.0,0.0
2009-02-01,banamex,1.84,6184090.0,5946609.0,237481.0,5946562.0,43.0,159979.59,1380.31,588.12,163590.64,248731.38,80613.19,734.02,240.62,0.0,0.0
2009-02-01,coppel,3.3,1009190.0,830135.0,179055.0,777274.0,765.0,12014.16,33.7,4.11,12193.96,18159.9,5871.62,133.89,27.76,0.0,0.0
2009-02-01,inbursa,1.18,3260190.0,1107866.0,2152324.0,1107003.0,680.0,91011.63,513.76,239.0,92741.06,131936.22,37873.57,406.72,138.88,0.0,0.0
2009-02-01,invercap,1.93,1417628.0,903747.0,513881.0,903747.0,0.0,36144.83,95.23,86.46,36650.77,54147.74,17167.8,341.95,135.55,0.0,0.0
2009-02-01,pensionissste,1.0,228484.0,228484.0,0.0,0.0,228484.0,0.0,49210.15,0.0,49840.06,266174.9,80873.73,102.59,0.0,0.0,0.0
2009-02-01,principal,1.94,2910299.0,1530426.0,1379873.0,1530426.0,0.0,36728.83,296.88,29.17,37388.69,57858.12,19392.07,179.81,39.38,0.0,0.0
2009-02-01,profuturo,1.92,3140397.0,2693830.0,446567.0,2693762.0,3.0,93885.37,905.84,218.71,95964.82,144665.95,46002.19,446.61,111.82,0.0,0.0
2009-02-01,sura,1.74,5152348.0,4029853.0,1122495.0,4029853.0,0.0,111580.32,727.6,185.46,113463.1,174411.97,57732.69,503.46,108.94,0.0,0.0
2009-02-01,xxi banorte,1.45,2858703.0,1491419.0,1367284.0,1491395.0,21.0,55207.86,855.01,269.45,56810.86,85370.77,26591.07,263.21,240.73,0.0,0.0
2009-03-01,azteca,1.94,1018477.0,222900.0,795577.0,222900.0,0.0,10022.28,30.05,4.42,10185.4,15080.83,4812.25,25.3,114.94,6943.0,1165.0
2009-03-01,banamex,1.84,6173271.0,5937003.0,236268.0,5936956.0,43.0,168538.32,1548.38,592.81,172410.85,257928.64,80970.59,211.16,289.95,84938.0,53215.0
2009-03-01,coppel,3.3,1133770.0,956224.0,177546.0,900261.0,777.0,12424.21,38.13,3.96,12603.46,19511.34,6812.83,19.05,34.03,5521.0,97576.0
2009-03-01,inbursa,1.18,3295503.0,1154261.0,2141242.0,1153398.0,680.0,91990.44,544.72,237.41,93761.11,134936.6,39840.25,77.15,185.78,17666.0,58625.0
2009-03-01,invercap,1.93,1398580.0,889665.0,508915.0,889665.0,0.0,39981.56,110.94,90.17,40541.28,57254.2,16379.48,34.9,49.66,60224.0,42402.0
2009-03-01,pensionissste,1.0,228484.0,228484.0,0.0,0.0,228484.0,0.0,51388.21,0.0,52071.77,268726.11,80564.99,986.52,0.0,0.0,0.0
2009-03-01,principal,1.94,2895681.0,1519874.0,1375807.0,1519874.0,0.0,38426.03,334.05,29.26,39138.84,59844.22,19624.0,52.74,50.1,25885.0,15297.0
2009-03-01,profuturo,1.92,3124531.0,2679339.0,445192.0,2679271.0,3.0,98421.05,1002.22,217.4,100645.09,149871.0,46516.05,126.6,124.41,50685.0,35514.0
2009-03-01,sura,1.74,5100346.0,3983250.0,1117096.0,3983250.0,0.0,117776.45,832.23,185.32,119816.99,181129.47,58092.53,144.68,135.22,77988.0,28855.0
2009-03-01,xxi banorte,1.45,2866393.0,1506120.0,1360273.0,1506096.0,21.0,57358.33,933.09,270.63,59062.06,88223.75,27191.28,76.42,275.23,17262.0,17854.0
2009-04-01,azteca,1.94,1018490.0,222946.0,795544.0,222946.0,0.0,10094.25,30.53,4.27,10276.26,15316.12,4956.21,261.77,365.61,0.0,0.0
